strategy,n,success_count,success_rate,mean_attempt_catch_time_s,std_attempt_catch_time_s,mean_success_catch_time_s,std_success_catch_time_s,mean_success_terminal_error_m,std_success_terminal_error_m,mean_success_radial_error_m,std_success_radial_error_m,mean_success_max_abs_ddq,mean_success_max_velocity_ratio,mean_success_solve_time_s,mean_success_iter_count,mean_success_terminal_normal_alignment,min_success_tcp_table_clearance_m,min_success_frame_table_clearance_m,min_success_self_sphere_clearance_m,failure_count
earliest_nlp_feasible,50,49,0.98,1.3876000000000004,0.019749451038611903,1.3865306122448984,0.018433554143662722,0.011922299607894397,0.006014443021463014,0.010994763224859474,0.006679385200515287,1.9999396616630878,0.49393034579877015,0.03805501836736117,13.551020408163266,0.7212347353719822,0.6099828927238844,0.1148,0.15933664293215688,1
latest_nlp_feasible,50,49,0.98,1.4336000000000004,0.009424241429983233,1.4334693877551024,0.009476070829586866,0.001881304030201801,0.0016024626036317611,0.005747843857940365,0.002845148233606961,1.6567522275920017,0.3433107776434767,0.03349471428570111,10.591836734693878,0.9873798803512769,0.4408633999040726,0.1148,0.13036641657442605,1
simple_geometric,50,0,0.0,1.2952000000000006,0.011821806208901268,,,,,,,,,,,,,,,50
smart_cost,50,49,0.98,1.4332000000000005,0.009570362413968138,1.4330612244897962,0.009618576131773415,0.0018652939301307668,0.0015986238639751447,0.005758419723128767,0.0028467967884758198,1.6567501847236696,0.34242083161376147,0.03351566326529458,10.591836734693878,0.9870890106696097,0.4408633999040726,0.1148,0.14004738753554136,1
uncertainty_guard_feasible,50,49,0.98,1.3876000000000004,0.019749451038611903,1.3865306122448984,0.018433554143662722,0.011922299607894397,0.006014443021463014,0.010994763224859474,0.006679385200515287,1.9999396616630878,0.49393034579877015,0.03805501836736117,13.551020408163266,0.7212347353719822,0.6099828927238844,0.1148,0.15933664293215688,1
